ID	PATCH_GENERATED	COMPILATION_ERROR_INTRODUCED	TARGET_ERROR_RESOLVED	TARGET_ERROR_RESOLVED_WITHOUT_NEW_ERRORS	TRIGGERED_NEW_ERRORS	EXECUTION_TIME_IN_MILLIS	REMAINING_ERRORS
256	true	false	true	true	false	14278	285
257	true	false	true	true	false	12806	284
258	true	false	true	true	false	12993	283
259	true	false	true	true	false	13115	282
260	true	false	true	true	false	12914	281
261	true	false	true	true	false	14633	279
262	true	false	true	false	true	13820	279
263	true	false	true	true	false	13057	277
264	true	false	true	false	true	14016	277
265	true	false	true	true	false	13227	276
266	true	false	true	true	false	12817	275
267	true	false	true	true	false	12548	274
268	true	false	true	false	true	12549	274
269	true	false	true	true	false	12847	273
270	true	false	true	true	false	13007	272
271	true	false	true	true	false	13050	271
272	true	false	true	true	false	13794	270
273	true	false	false	false	false	13505	270
274	true	false	true	true	false	10756	269
275	true	false	false	false	true	11831	270
276	true	false	true	true	false	10896	268
277	true	false	true	true	false	12537	267
278	true	false	true	false	true	10929	267
279	true	false	true	true	false	11125	266
280	true	false	true	true	false	10992	265
281	true	false	true	true	false	10924	264
282	true	false	true	false	true	11320	266
283	true	false	true	true	false	11083	263
284	true	false	true	true	false	10610	262
285	true	true	false	false	false	12358	2147483647
286	true	false	true	true	false	10955	261
287	true	false	false	false	false	10795	261
288	true	false	true	true	false	10981	260
289	true	false	true	true	false	12463	259
290	true	false	true	true	false	10985	258
291	true	false	true	false	true	10874	258
292	true	false	false	false	false	10674	258
293	true	false	false	false	true	11248	259
294	true	false	true	true	false	11073	257
295	true	false	true	false	true	10971	257
296	true	false	true	false	true	10775	257
297	true	false	true	true	false	11302	249
298	true	false	true	false	true	26909	249
299	true	false	true	false	true	31318	249
300	true	false	true	false	true	29654	249
301	true	false	true	false	true	29056	249
302	true	false	true	false	true	28101	257
303	true	false	true	true	false	29315	231
304	true	false	true	false	true	29485	231
305	true	false	true	false	true	32774	231
306	true	false	true	false	true	29596	231
307	true	false	true	false	true	10761	231
308	true	false	true	false	true	33645	231
309	false	false	false	false	false	33750	2147483647
310	false	false	false	false	false	32181	2147483647
311	false	false	false	false	false	10722	2147483647
312	false	false	false	false	false	39200	2147483647
313	false	false	false	false	false	10990	2147483647
314	true	false	true	false	true	39081	231
315	true	false	true	false	true	10794	231
316	true	false	true	false	true	38911	231
317	true	false	true	false	true	10625	231
318	true	false	true	false	true	35906	231
319	true	false	true	false	true	63122	231
320	true	false	true	false	true	41878	231
321	true	false	true	true	false	10718	230
322	true	false	true	true	false	11190	224
323	true	false	true	false	true	32950	224
324	true	false	true	false	true	33155	224
325	true	false	true	false	true	10796	224
326	true	false	true	true	false	39925	220
327	true	false	true	false	true	31982	220
328	false	false	false	false	false	33268	2147483647
329	true	false	true	false	true	54325	220
330	true	false	true	false	true	38609	220
331	true	false	true	false	true	37664	220
332	true	false	true	true	false	35464	219
333	true	false	true	true	false	36730	217
334	false	false	false	false	false	32566	2147483647
335	true	false	false	false	false	10841	217
336	true	false	false	false	false	10674	217
337	true	false	false	false	false	10834	217
338	true	false	false	false	false	10673	217
339	true	false	true	true	false	10676	216
340	true	false	false	false	false	11247	216
341	true	false	true	true	false	10613	215
342	true	false	true	false	true	12627	215
343	true	false	true	true	false	10621	214
344	true	false	true	true	false	12609	213
345	true	false	true	false	true	11105	213
346	true	false	true	true	false	10765	212
347	true	false	true	true	false	11146	211
348	true	false	true	false	true	11267	211
349	true	false	false	false	false	10794	211
350	true	false	false	false	false	11004	211
351	false	false	false	false	false	11129	2147483647
352	true	false	false	false	true	10655	212
353	true	false	false	false	true	11319	213
354	true	false	true	false	true	10890	211
355	true	false	true	true	false	10880	210
356	true	false	false	false	true	10782	211
357	true	false	true	true	false	10590	209
358	true	false	true	true	false	10871	207
359	true	false	true	false	true	27485	207
360	true	false	true	true	false	12256	206
361	true	false	false	false	true	10936	208
362	true	false	true	false	true	10484	206
363	true	false	true	true	false	10755	205
364	true	false	true	true	false	11104	204
365	true	false	true	true	false	10995	203
366	true	false	true	true	false	13293	202
367	true	false	true	true	false	10865	201
368	true	false	true	true	false	13396	200
369	true	false	true	true	false	11663	199
370	true	false	true	true	false	10703	198
371	true	false	true	true	false	12548	197
372	true	false	true	true	false	11863	196
373	true	false	true	true	false	12052	195
374	true	true	false	false	false	10392	2147483647
375	true	false	true	true	false	11217	194
376	true	false	false	false	true	11706	200
377	true	false	false	false	false	11511	194
378	true	true	false	false	false	10788	2147483647
379	true	false	true	true	false	11031	193
380	true	false	false	false	false	10734	193
381	true	false	false	false	false	10887	193
382	true	false	true	true	false	10904	192
383	true	false	false	false	false	10907	192
384	true	true	false	false	false	11102	2147483647
385	true	true	false	false	false	10983	2147483647
386	true	false	true	true	false	10701	191
387	true	false	true	false	true	28471	191
388	true	false	true	true	false	29915	190
389	true	false	true	false	true	12359	190
390	true	false	true	true	false	12634	189
391	false	false	false	false	false	11004	2147483647
392	true	false	true	true	false	11560	188
393	true	false	true	false	true	10967	200
394	true	false	true	true	false	11377	187
395	true	false	true	false	true	13151	187
396	true	false	true	true	false	12959	186
397	true	false	true	true	false	15455	185
398	true	false	true	true	false	10831	184
399	true	false	true	true	false	12509	183
400	true	true	false	false	false	12248	2147483647
401	true	false	false	false	false	10952	183
402	true	false	false	false	false	11346	183
403	true	false	false	false	false	10600	183
404	true	false	false	false	true	10544	189
405	true	true	false	false	false	10803	2147483647
406	true	false	true	true	false	10511	182
407	true	true	false	false	false	11947	2147483647
408	true	true	false	false	false	12546	2147483647
409	true	true	false	false	false	10769	2147483647
410	true	false	true	true	false	10910	180
411	true	false	true	false	true	14225	180
412	true	false	true	true	false	11050	179
413	true	false	true	true	false	13714	175
414	true	false	true	false	true	14107	175
415	true	false	true	false	true	14031	175
416	true	false	true	false	true	13915	175
417	true	false	true	true	false	12622	174
418	true	false	true	true	false	10755	173
419	true	false	true	true	false	10508	172
420	true	false	true	true	false	13591	170
421	true	false	true	false	true	12430	170
422	true	false	true	true	false	12467	169
423	true	false	true	true	false	10464	168
424	true	false	true	true	false	12488	167
425	true	true	false	false	false	12543	2147483647
426	true	true	false	false	false	10857	2147483647
427	true	false	true	true	false	11237	165
428	true	false	true	false	true	15246	165
429	true	false	true	true	false	11379	164
430	true	false	true	true	false	10707	163
431	true	false	true	true	false	10615	162
432	true	false	true	true	false	12802	161
433	true	false	true	true	false	13549	159
434	true	false	true	false	true	12004	161
435	true	false	true	true	false	12661	158
436	true	false	true	true	false	11988	157
437	true	false	true	true	false	10940	156
438	true	false	true	true	false	11845	155
439	true	false	true	true	false	10670	154
440	true	false	true	true	false	13881	153
441	true	false	true	true	false	11280	152
442	true	false	true	true	false	10860	151
443	true	true	false	false	false	10486	2147483647
444	true	false	true	true	false	10517	150
445	true	false	true	true	false	11093	149
446	true	false	true	true	false	11084	148
447	true	false	true	true	false	10573	147
448	true	false	true	true	false	10784	146
449	true	true	false	false	false	12073	2147483647
450	true	false	true	true	false	10609	145
451	true	false	true	true	false	12953	144
452	true	false	true	true	false	10749	143
453	false	false	false	false	false	10594	2147483647
